attribute_id,pixID,attribute,value_id,value,DefaultValue,SiteFlowAttribute,SiteFlowVal
25,PIXATT.025,folder_flap,905,folder_flap_one_left,folder_flap_one_left,folder_flap,folder_flap_one_left
25,PIXATT.025,folder_flap,907,folder_flap_two,folder_flap_one_left,folder_flap,folder_flap_two
26,PIXATT.026,card_slit,910,card_slit_yes,card_slit_yes,card_slit,card_slit_yes
27,PIXATT.027,amount_in_block,913,amount_in_block_50,amount_in_block_50,amount_in_block,amount_in_block_50
27,PIXATT.027,amount_in_block,914,amount_in_block_100,amount_in_block_50,amount_in_block,amount_in_block_100
27,PIXATT.027,amount_in_block,915,amount_in_block_150,amount_in_block_50,amount_in_block,amount_in_block_150
27,PIXATT.027,amount_in_block,1500,amount_in_block_25,amount_in_block_25,amount_in_block,amount_in_block_25
28,PIXATT.028,paper_inner_pages,950,paper_inner_pages_woodfree_80,paper_inner_pages_woodfree_80,paper_inner_pages,paper_inner_pages_woodfree_80
28,PIXATT.028,paper_inner_pages,954,paper_inner_pages_chromo_matte_135,paper_inner_pages_chromo_matte_135,paper_inner_pages,paper_inner_pages_chromo_matte_135
28,PIXATT.028,paper_inner_pages,958,paper_inner_pages_chromo_matte_220,paper_inner_pages_chromo_matte_220,paper_inner_pages,paper_inner_pages_chromo_matte_220
30,PIXATT.030,fix_it,1130,fix_it_yes,fix_it_no,fix_it,fix_it_yes
30,PIXATT.030,fix_it,1131,fix_it_no,fix_it_no,fix_it,fix_it_no
31,PIXATT.031,cup_lid,1214,cup_lid_no,cup_lid_no,cup_lid,cup_lid_no
31,PIXATT.031,cup_lid,1215,cup_lid_black,cup_lid_no,cup_lid,cup_lid_black
31,PIXATT.031,cup_lid,1216,cup_lid_white,cup_lid_no,cup_lid,cup_lid_white
31,PIXATT.031,cup_lid,1391,invite_envelope_no,invite_envelope_no,cup_lid,invite_envelope_no
31,PIXATT.031,cup_lid,1392,invite_envelope_yes,invite_envelope_no,cup_lid,invite_envelope_yes
31,PIXATT.031,cup_lid,1394,bc_trio_black,bc_trio_black,cup_lid,bc_trio_black
31,PIXATT.031,cup_lid,1396,bc_trio_red,bc_trio_black,cup_lid,bc_trio_red
31,PIXATT.031,cup_lid,1420,bc_trio_orange,bc_trio_black,cup_lid,bc_trio_orange
31,PIXATT.031,cup_lid,1421,bc_trio_sky_blue,bc_trio_black,cup_lid,bc_trio_sky_blue
32,PIXATT.032,scodix,1330,scodix_gloss,scodix_gloss,scodix,scodix_gloss
32,PIXATT.032,scodix,1331,scodix_gold,scodix_gloss,scodix,scodix_gold
32,PIXATT.032,scodix,1332,scodix_silver,scodix_gloss,scodix,scodix_silver
32,PIXATT.032,scodix,1522,scodix_no,scodix_no,scodix,scodix_no
33,PIXATT.033,printed_side,1398,printed_side_simplex,printed_side_simplex,printed_side,printed_side_simplex
33,PIXATT.033,printed_side,1399,printed_side_duplex,printed_side_simplex,printed_side,printed_side_duplex
34,PIXATT.034,bank,1474,bank_leumi,bank_leumi,bank,bank_leumi
34,PIXATT.034,bank,1475,bank_hapoalim,bank_leumi,bank,bank_hapoalim
34,PIXATT.034,bank,1476,bank_discount,bank_leumi,bank,bank_discount
34,PIXATT.034,bank,1477,bank_mercantile,bank_leumi,bank,bank_mercantile
34,PIXATT.034,bank,1478,bank_igud,bank_leumi,bank,bank_igud
34,PIXATT.034,bank,1479,bank_mizrachi,bank_leumi,bank,bank_mizrachi
36,PIXATT.036,software,1481,software_hashavshevet_windows_2,software_hashavshevet_windows_2,software,software_hashavshevet_windows_2
36,PIXATT.036,software,1482,software_priority_eshbal,software_hashavshevet_windows_2,software,software_priority_eshbal
36,PIXATT.036,software,1484,software_sap,software_hashavshevet_windows_2,software,software_sap
36,PIXATT.036,software,1485,software_hashavshevet,software_hashavshevet_windows_2,software,software_hashavshevet
36,PIXATT.036,software,1486,software_daarom,software_hashavshevet_windows_2,software,software_daarom
36,PIXATT.036,software,1487,software_unkown,software_hashavshevet_windows_2,software,software_unkown
37,PIXATT.037,warranty_check,1489,warranty_check_without,warranty_check_without,warranty_check,warranty_check_without
37,PIXATT.037,warranty_check,1490,warranty_check_motav_bilvad,warranty_check_without,warranty_check,warranty_check_motav_bilvad
37,PIXATT.037,warranty_check,1491,warranty_check_motav_bilvad_with_cross,warranty_check_without,warranty_check,warranty_check_motav_bilvad_with_cross
37,PIXATT.037,warranty_check,1492,warranty_check_cross,warranty_check_without,warranty_check,warranty_check_cross
38,PIXATT.038,check_copies,1494,check_copies_original,check_copies_original,check_copies,check_copies_original
38,PIXATT.038,check_copies,1495,check_copies_original_and_copy,check_copies_original,check_copies,check_copies_original_and_copy
38,PIXATT.038,check_copies,1496,check_copies_original_and_two_copies,check_copies_original,check_copies,check_copies_original_and_two_copies
38,PIXATT.038,check_copies,1497,check_copies_original_and_copy_on_side,check_copies_original,check_copies,check_copies_original_and_copy_on_side
