"Page option ID","Page option code","Hebrew Name","value code","Hebrew Name"
1,"paper "," סוג נייר","paper_none","No paper"
1,"paper "," סוג נייר","woodfree_80","נייר נטול עץ 80 גרם"
1,"paper "," סוג נייר","recycled_80","נייר ממוחזר 80 גרם"
1,"paper "," סוג נייר","chromo_matte_300","נייר כרומו מט 300 גרם"
1,"paper "," סוג נייר","chromo_glossy_300","נייר כרומו מבריק 300 גרם"
1,"paper "," סוג נייר","chromo_matte_220","נייר כרומו מט 220 גרם"
1,"paper "," סוג נייר","chromo_glossy_220","נייר כרומו מבריק 220 גרם"
1,"paper "," סוג נייר","chromo_matte_170","נייר כרומו מט 170 גרם"
1,"paper "," סוג נייר","chromo_glossy_170","נייר כרומו מבריק 170 גרם"
1,"paper "," סוג נייר","chromo_matte_135","נייר כרומו מט 135 גרם"
1,"paper "," סוג נייר","chromo_glossy_135","נייר כרומו מבריק 135 גרם"
1,"paper "," סוג נייר","chromo_matte_90","Chromo matte 90g"
1,"paper "," סוג נייר","chromo_glossy_90","Chromo glossy 90g"
1,"paper "," סוג נייר","biacno_300","נייר ביאנקו 300 גרם"
1,"paper "," סוג נייר","twill_250","נייר עם טקסטורה 250 גרם"
1,"paper "," סוג נייר","kappa_5","קאפה 5 מ""מ"
1,"paper "," סוג נייר","kappa_10","קאפה 10 מ""מ"
1,"paper "," סוג נייר","poster_170","Poster paper 170g"
1,"paper "," סוג נייר","ecological","נייר אקולוגי 350 גרם"
1,"paper "," סוג נייר","chromo_matte_350","נייר כרומו מט 350 גרם"
1,"paper "," סוג נייר","felix_schoeller_220g","felix schoeller 260g"
1,"paper "," סוג נייר","majestic_white_300","נייר פנינה"
1,"paper "," סוג נייר","majestic_cream_300","נייר פנינה קרם"
1,"paper "," סוג נייר","sticker_polypropylene","sticker_pp"
1,"paper "," סוג נייר","sticker_paper","sticker_paper"
1,"paper "," סוג נייר","chromo_matte_250g","chromo matte 250g"
2,"format "," פורמט","front_small","כיס קדמי"
2,"format "," פורמט","format_none","No format"
2,"format "," פורמט","horizontal","שוכב"
2,"format "," פורמט","vertical","עומד"
2,"format "," פורמט","front_big","קדמי מלא"
2,"format "," פורמט","front_small_back","כיס קדמי + אחורי מלא"
2,"format "," פורמט","front_big_back","קדמי מלא + אחורי מלא"
2,"format "," פורמט","back","אחורי מלא"
2,"format "," פורמט","square","ריבועי"
2,"format "," פורמט","circle","עיגול"
2,"format "," פורמט","square_round_corners","ריבוע עם פינות עגולות"
2,"format "," פורמט","right","הדפסה בצד ימין"
2,"format "," פורמט","left","הדפסה בצד שמאל"
2,"format "," פורמט","middle","הדפסה באמצע"
2,"format "," פורמט","roll_sticker_circle","עיגול"
2,"format "," פורמט","roll_sticker_rectangle","מלבן"
2,"format "," פורמט","roll_sticker_ellipse","אליפסה"
2,"format "," פורמט","roll_sticker_square","ריבוע"
2,"format "," פורמט","roll_sticker_hexagon","משושה"
2,"format "," פורמט","roll_sticker_label","תגית"
2,"format "," פורמט","star","שמש"
3,"pages "," עמודים","pages_none","No pages"
3,"pages "," עמודים","calendar_14","14 pages"
3,"pages "," עמודים","notebook_pages_40","40 דפים"
3,"pages "," עמודים","notebook_pages_64","64 דפים"
3,"pages "," עמודים","notebook_pages_80","80 דפים"
3,"pages "," עמודים","notebook_spiral_pages_40","40 דפים"
3,"pages "," עמודים","notebook_spiral_pages_80","80 דפים"
3,"pages "," עמודים","notebook_pages_8","8 pages"
3,"pages "," עמודים","notebook_pages_16","16 דפים"
3,"pages "," עמודים","notebook_pages_24","24 דפים"
3,"pages "," עמודים","notebook_pages_32","32 דפים"
3,"pages "," עמודים","notebook_pages_48","48 pages"
3,"pages "," עמודים","notebook_pages_56","56 pages"
3,"pages "," עמודים","seiten_12","12 דפים"
3,"pages "," עמודים","seiten_20","20 דפים"
3,"pages "," עמודים","seiten_28","28 דפים"
3,"pages "," עמודים","seiten_36","36 דפים"
3,"pages "," עמודים","seiten_44","44 דפים"
3,"pages "," עמודים","booklets_12","12 עמודים"
3,"pages "," עמודים","booklets_16","16 עמודים"
3,"pages "," עמודים","booklets_20","20 עמודים"
3,"pages "," עמודים","booklets_24","24 עמודים"
3,"pages "," עמודים","booklets_28","28 עמודים"
3,"pages "," עמודים","booklets_32","32 עמודים"
3,"pages "," עמודים","booklets_36","36 עמודים"
3,"pages "," עמודים","booklets_40","40 עמודים"
3,"pages "," עמודים","booklets_44","44 עמודים"
4,"colors "," צבעי הדפסה","print_40","צבעוני בחזית, ללא גב"
4,"colors "," צבעי הדפסה","print_41","4/1-colored Euroscale"
4,"colors "," צבעי הדפסה","print_44","צבעוני בשני הצדדים"
4,"colors "," צבעי הדפסה","print_10","שחור לבן בחזית, ללא גב"
4,"colors "," צבעי הדפסה","print_11","שחור לבן בשני הצדדים"
4,"colors "," צבעי הדפסה","print_14","1/4-colored Euroscale"
4,"colors "," צבעי הדפסה","print_color_black","שחור"
4,"colors "," צבעי הדפסה","print_color_silver","כסוף"
4,"colors "," צבעי הדפסה","print_color_white","לבן"
4,"colors "," צבעי הדפסה","print_color_colorful","צבעוני"
5,"pattern_inner_pages "," סוג דף","pattern_inner_pages_none","ללא"
5,"pattern_inner_pages "," סוג דף","notebook_inner_blank","דף חלק"
5,"pattern_inner_pages "," סוג דף","notebook_inner_lines","שורות"
5,"pattern_inner_pages "," סוג דף","notebook_inner_grid","משבצות"
6,"lamination "," למינציה","lamination_none","ללא"
6,"lamination "," למינציה","lamination_1side_matte","למינציה מט"
6,"lamination "," למינציה","lamination_2sides_matte","למינציה מט"
6,"lamination "," למינציה","lamination_1side_glossy","למינציה מבריקה"
6,"lamination "," למינציה","lamination_2sides_glossy","למינציה מבריקה"
6,"lamination "," למינציה","lamination_no","ללא"
6,"lamination "," למינציה","lamination_1side_premium","למינציה פרימיום"
6,"lamination "," למינציה","lamination_2sides_premium","למינציה פרימיום"
7,"round_corners "," פינות מעוגלות","round_corners_none","ללא"
7,"round_corners "," פינות מעוגלות","round_corners_yes","כן"
7,"round_corners "," פינות מעוגלות","round_corners_no","לא"
13,"production_time "," זמן ייצור","budget","חסכוני"
13,"production_time "," זמן ייצור","standard","סטנדרט"
13,"production_time "," זמן ייצור","express","אקספרס"
13,"production_time "," זמן ייצור","industrial","תעשייתי"
13,"production_time "," זמן ייצור","vocational","מקצועי"
14,"size "," גודל","envelope_11x23","23x11 ס""מ"
14,"size "," גודל","envelope_16x23_7","23.7x16 ס""מ"
14,"size "," גודל","size_none","ללא"
14,"size "," גודל","a0","84.1x118.9 ס""מ"
14,"size "," גודל","a1","59.4x84.1 ס""מ"
14,"size "," גודל","a2","42x59.4 ס""מ"
14,"size "," גודל","a3","29.7x42 ס""מ [A3]"
14,"size "," גודל","a4","21x29.7 ס""מ [A4]"
14,"size "," גודל","a5","14.8x21 ס""מ [A5]"
14,"size "," גודל","a6","10.5x14.8 ס""מ"
14,"size "," גודל","business_card_85x55","כרטיס לארנק"
14,"size "," גודל","business_card_90x50","כרטיס סטנדרטי"
14,"size "," גודל","poster_100_70","70x100 ס""מ"
14,"size "," גודל","poster_70_50","50x70 ס""מ"
14,"size "," גודל","poster_80_60","60x80 ס""מ"
14,"size "," גודל","poster_40_30","40 x 30 Cm"
14,"size "," גודל","envelope_23x33_5","24x34 ס""מ"
14,"size "," גודל","rollup_85x200","85x200 ס""מ"
14,"size "," גודל","rollup_85x100","85x100 ס""מ"
14,"size "," גודל","rollup_150x200","150x200 ס""מ"
14,"size "," גודל","rollup_a4","21x29.7 ס""מ [A4]"
14,"size "," גודל","rollup_a3","29.7x42 ס""מ [A3]"
14,"size "," גודל","postcard_10x15","10x15 ס""מ"
14,"size "," גודל","memo_10x10","10x10 ס""מ"
14,"size "," גודל","folder_460x320","460 x 320 Cm (fits A4 page)"
14,"size "," גודל","a4_folded","29.7x21 ס""מ [A4]"
14,"size "," גודל","a5_folded","14.8x21 ס""מ [A5]"
14,"size "," גודל","beermat_square_9x9","ריבוע עם פינות עגולות"
14,"size "," גודל","beermat_circle_9","עיגול בקוטר 9 ס""מ"
14,"size "," גודל","door_hanger_100x270","10x27 ס""מ"
14,"size "," גודל","door_hanger_125x300","12.5x30 ס""מ"
14,"size "," גודל","door_hanger_120x400","12x40 ס""מ"
14,"size "," גודל","sticker_circle_3","עיגול בקוטר 3<br> ס""מ"
14,"size "," גודל","sticker_circle_5","עיגול בקוטר 5<br> ס""מ"
14,"size "," גודל","sticker_square_5","ריבוע 5x5 ס""מ"
14,"size "," גודל","art_print_30x30","30x30 ס""מ"
14,"size "," גודל","art_print_40x40","40x40 ס""מ"
14,"size "," גודל","a4_hor_with_bleed","29.7x21 ס""מ [A4]"
14,"size "," גודל","a5_hor_with_bleed","21x14.8 ס""מ [A5]"
14,"size "," גודל","art_print_a4","21x29.7 ס""מ [A4]"
14,"size "," גודל","art_print_a3","29.7x42 ס""מ [A3]"
14,"size "," גודל","art_print_50x70","50x70 ס""מ"
14,"size "," גודל","art_print_60x80","60x80 ס""מ"
14,"size "," גודל","art_print_70x100","70x100 ס""מ"
14,"size "," גודל","poster_a4","21x29.7 ס""מ [A4]"
14,"size "," גודל","poster_a3","29.7x42 ס""מ [A3]"
14,"size "," גודל","block_size_a4","21x29.7 ס""מ [A4]"
14,"size "," גודל","block_size_a3","29.7x42 ס""מ [A3]"
14,"size "," גודל","a3_ver_with_bleed","29.7x42 ס""מ [A3]"
14,"size "," גודל","towel_10x10","10x10 ס""מ"
14,"size "," גודל","hat_8x8","8 x 8 Cm"
14,"size "," גודל","a5_with_bleed","14.8x21 ס""מ [A5]"
14,"size "," גודל","a4_with_bleed","21x29.7 ס""מ [A4]"
14,"size "," גודל","banner_100x50","100x50 ס""מ"
14,"size "," גודל","banner_150x100","150x100 ס""מ"
14,"size "," גודל","banner_200x100","200x100 ס""מ"
14,"size "," גודל","banner_200x200","200x200 ס""מ"
14,"size "," גודל","banner_300x50","300x50 ס""מ"
14,"size "," גודל","banner_300x200","300x200 ס""מ"
14,"size "," גודל","banner_400x300","400x300 ס""מ"
14,"size "," גודל","business_card_65x65","כרטיס ריבועי"
14,"size "," גודל","pen_45x10","4.5 x 1 Cm"
14,"size "," גודל","candy_42x42","4.2 x 4.2 Cm"
14,"size "," גודל","folded_postcard_20x15","folded_postcard_20x15"
14,"size "," גודל","magnet_5x5","5x5 ס""מ"
14,"size "," גודל","magnet_9x5","9x5 ס""מ"
14,"size "," גודל","magnet_10x10","10x10 ס""מ"
14,"size "," גודל","magnet_10x15","10x15 ס""מ"
14,"size "," גודל","magnet_a5","14.8x21 ס""מ [A5]"
14,"size "," גודל","notebook_pin_a5","14.8x21 ס""מ [A5]"
14,"size "," גודל","notebook_pin_a4","29.7x21 ס""מ [A4]"
14,"size "," גודל","notebook_glue_40_a5","14.8x21 ס""מ [A5]"
14,"size "," גודל","notebook_glue_40_a4","29.7x21 ס""מ [A4]"
14,"size "," גודל","notebook_glue_80_a5","14.8x21 ס""מ [A5]"
14,"size "," גודל","notebook_glue_80_a4","29.7x21 ס""מ [A4]"
14,"size "," גודל","notebook_spiral_a5","14.8x21 ס""מ [A5]"
14,"size "," גודל","notebook_spiral_a4","29.7x21 ס""מ [A4]"
14,"size "," גודל","block_size_a5_v","14.8x21 ס""מ [A5]"
14,"size "," גודל","block_size_a4_v","21x29.7 ס""מ [A4]"
14,"size "," גודל","nylon_bag_20x18","20 x 18 Cm"
14,"size "," גודל","mug_5x5","5x5 ס""מ"
14,"size "," גודל","neck_pillow_8.5x4","8.5 x 4 Cm"
14,"size "," גודל","headphones_5x5","5x5 ס""מ"
14,"size "," גודל","cellphone_sticky_pocket_4x5","4 x 5 Cm"
14,"size "," גודל","metal_pen_4x0.8","4 x 0.8 Cm"
14,"size "," גודל","decorated_pen_4x0.8","4 x 0.8 Cm"
14,"size "," גודל","work_tag_1.9x1.9","1.9 x 1.9 Cm"
14,"size "," גודל","backpack_9x10","9 x 10 Cm"
14,"size "," גודל","notebook_hardcover_9.5x10","9.5 x 10 Cm"
14,"size "," גודל","pocket_mirror_4.5x4.5","4.5 x 4.5 Cm"
14,"size "," גודל","bottle_opener_4x0.9","4 x 0.9 Cm"
14,"size "," גודל","sport_towel_3x5","3 x 5 Cm"
14,"size "," גודל","steel_bottle_3x8","3 x 8 Cm"
14,"size "," גודל","plastic_bottle_4x7","4 x 7 Cm"
14,"size "," גודל","plastic_straw_cup_4x7","4 x 7 Cm"
14,"size "," גודל","thermal_mug_3.5x4","3.5 x 4 Cm"
14,"size "," גודל","reflective_ruler_12x2","12 x 2 Cm"
14,"size "," גודל","passport_cover_5x8","5 x 8 Cm"
14,"size "," גודל","luggage_tag_6x3","6 x 3 Cm"
14,"size "," גודל","usb_stick_2.5x1.1","2.5 x 1.1 Cm"
14,"size "," גודל","shirt_a4","21x29.7 ס""מ [A4]"
14,"size "," גודל","shirt_9x9","9x9 ס""מ"
14,"size "," גודל","beach_towel_6x6","6x6 Cm"
14,"size "," גודל","led_desk_lamp_6x3","6x3 Cm"
14,"size "," גודל","frisbee_circle_10x10","frisbee circle 10x10 Cm"
14,"size "," גודל","hand_fan_9x1.3","9x1.3 Cm"
14,"size "," גודל","neck_fan_4x1.5","4x1.5 Cm"
14,"size "," גודל","large_backpack_15x8","4x1.5 Cm"
14,"size "," גודל","matkot_circle_13x13","13X13 Cm"
14,"size "," גודל","beach_tent","10X5 Cm"
14,"size "," גודל","silicon_ring_bottle_5x4","5X4 Cm"
14,"size "," גודל","plastic_bubble_cup_10x5","10x5 Cm"
14,"size "," גודל","cellphone_battery","1.5x9 Cm"
14,"size "," גודל","neck_fan","1.5x4 Cm"
14,"size "," גודל","personal_cooler_40x65","4x6.5 Cm"
14,"size "," גודל","bath_speaker_13x20","1.3x2 Cm"
14,"size "," גודל","keychain_led_light_15x45","1.5x4.5 Cm"
14,"size "," גודל","memo_holder_35x70","3.5x7 Cm"
14,"size "," גודל","velvet_pen_8x40","0.8x4 Cm"
14,"size "," גודל","paper_cup_20.5x9.3","20.5x9.3 Cm"
14,"size "," גודל","wine_bottle_90x105","9 x 10.5 Cm"
14,"size "," גודל","hardcover_printed_notebook_a4","29.7x21 ס""מ [A4]"
14,"size "," גודל","hardcover_printed_notebook_a5","14.8x21 ס""מ [A5]"
14,"size "," גודל","shirt_a5","21x14.8 ס""מ [A5]"
14,"size "," גודל","baseball_cap_110x55","11 x 5.5 Cm"
14,"size "," גודל","trucker_cap_110x70","11 x 7 Cm"
14,"size "," גודל","bucket_hat_80x50","8 x 5 Cm"
14,"size "," גודל","postcard_greeting_card_10x15","10x15 ס""מ"
14,"size "," גודל","block_size_a6_v","10.5x14.8 ס""מ"
14,"size "," גודל","brochure_a4","21 x 29.7 cm"
14,"size "," גודל","brochure_a3_folded","29.7 x 42 cm"
14,"size "," גודל","shape_cut_5x5"," 5x5 ס""מ"
14,"size "," גודל","shape_cut_10x10"," 10x10 ס""מ"
14,"size "," גודל","shape_cut_15x15"," 15x15 ס""מ"
14,"size "," גודל","plotter_cutting_55x100"," 55x100 ס""מ"
14,"size "," גודל","plotter_cutting_a3"," 42x29.7 ס""מ [A3]"
14,"size "," גודל","plotter_cutting_a4"," 29.7x21 ס""מ [A4]"
14,"size "," גודל","vinyl_letters_a3"," 42x29.7 ס""מ [A3]"
14,"size "," גודל","vinyl_letters_a4"," 29.7x21 ס""מ [A4]"
14,"size "," גודל","car_sticker_a3"," 42x29.7 ס""מ [A3]"
14,"size "," גודל","sticker_rectangle_10x5"," מלבן 10x5 ס""מ"
14,"size "," גודל","sticker_rectangle_16x6"," מלבן 16x6 ס""מ"
14,"size "," גודל","sticker_rectangle_24x6"," מלבן 24x6 ס""מ"
14,"size "," גודל","sticker_ellipse_10x5"," אליפסה 10x5 ס""מ"
14,"size "," גודל","sticker_hexagon_5x5"," משושה 5x5 ס""מ"
14,"size "," גודל","sticker_label_7x5"," תגית 7x5 ס""מ"
14,"size "," גודל","sticker_star_5x5"," כוכב שמש 5x5 ס""מ"
14,"size "," גודל","canvas_20x30","20x30 ס""מ"
14,"size "," גודל","canvas_30x45","30x45 ס""מ"
14,"size "," גודל","canvas_50x70","50x70 ס""מ"
14,"size "," גודל","canvas_60x80","60x80 ס""מ"
14,"size "," גודל","canvas_70x100","70x100 ס""מ"
14,"size "," גודל","canvas_30x30","30x30 ס""מ"
14,"size "," גודל","canvas_40x40","40x40 ס""מ"
14,"size "," גודל","canvas_30x20","30 x 20 Cm"
14,"size "," גודל","canvas_45x30","45 x 30 Cm"
14,"size "," גודל","canvas_70x50","70 x 50 Cm"
14,"size "," גודל","canvas_80x60","80 x 60 Cm"
14,"size "," גודל","canvas_100x70","100 x 70 Cm"
14,"size "," גודל","softshell_jacket_8x8","8 x 8 Cm"
14,"size "," גודל","kappa_poster_a4","21x29.7 ס""מ [A4]"
14,"size "," גודל","kappa_poster_a3","29.7x42 ס""מ [A3]"
14,"size "," גודל","kappa_poster_50x70","50x70 ס""מ"
14,"size "," גודל","kappa_poster_60x80","60x80 ס""מ"
14,"size "," גודל","kappa_poster_70x100","70x100 ס""מ"
14,"size "," גודל","kappa_poater_30x30","30x30 ס""מ"
14,"size "," גודל","kappa_poster_40x40","40x40 ס""מ"
14,"size "," גודל","wireless_headphones_45x50","4.5 x 5 Cm"
14,"size "," גודל","cotton_string_backpack_200x200","20 x 20 Cm"
14,"size "," גודל","cotton_bag_210x297","21x29.7 ס""מ [A4]"
14,"size "," גודל","shopping_bag_210x297","21x29.7 ס""מ [A4]"
14,"size "," גודל","premium_steel_bottle_50x50","5x5 ס""מ"
14,"size "," גודל","personal_fitness_kit_40x35","4 x 3.5 Cm"
14,"size "," גודל","premium_plastic_bottle_50x70","5 x 7 Cm"
14,"size "," גודל","kitchen_apron_210x148","14.8x21 ס""מ [A5]"
14,"size "," גודל","bathrobe_210x297","29.7x21 ס""מ [A4]"
14,"size "," גודל","bluetooth_headphones_30x23","3 x 2.3 Cm"
14,"size "," גודל","conference_tag_60x20","6 x 2 Cm"
14,"size "," גודל","coasters_90x90","10x10 ס""מ"
14,"size "," גודל","event_invitations_12x18","12.5x18.5cm"
14,"size "," גודל","event_invitations_15x15","15.5x15.5cm"
14,"size "," גודל","floor_sticker_400x400","floor_sticker_502x502"
14,"size "," גודל","alcogel_45x60","4.5x6.0"
14,"size "," גודל","paper_bag_130x130","19x8x25"
14,"size "," גודל","paper_bag_150x160","25x12x31 "
14,"size "," גודל","paper_bag_180x210","32x12x40"
14,"size "," גודל","paper_bag_280x280","45x14x48"
14,"size "," גודל","mask_80x60","80x60"
14,"size "," גודל","branded_candies_55x77","5.5 x 7.7 Cm"
14,"size "," גודל","biscuit_100x96","10 x 9.6 Cm"
14,"size "," גודל","pyramids_with_chocolate_45x45","4.5 x 4.5 Cm"
14,"size "," גודל","candy_in_personalized_box_40x40","4 x 4 Cm"
14,"size "," גודל","keychain_with_candies_58x32","5.8 x 3.2 Cm"
14,"size "," גודל","cylinder_with_mantus_46x78","4.6 x 7.8 Cm"
14,"size "," גודל","sugar_sticks_110x37","11 x 3.7 Cm"
